PID,phase,run,trial,event,onset,duration
91886,outcome_estimation,1,67,choice,19.200000000000003,0.1
91886,outcome_estimation,1,67,no_response,19.300000000000004,0.1
91886,outcome_estimation,1,67,iti,19.400000000000006,0.1
91886,outcome_estimation,1,68,choice,19.500000000000007,0.1
91886,outcome_estimation,1,68,no_response,19.60000000000001,0.1
91886,outcome_estimation,1,68,iti,19.70000000000001,0.1
91886,outcome_estimation,1,69,choice,19.80000000000001,0.1
91886,outcome_estimation,1,69,no_response,19.900000000000013,0.1
91886,outcome_estimation,1,69,iti,20.000000000000014,0.1
91886,outcome_estimation,1,70,choice,20.100000000000016,0.1
91886,outcome_estimation,1,70,no_response,20.200000000000017,0.1
91886,outcome_estimation,1,70,iti,20.30000000000002,0.1
91886,outcome_estimation,1,71,choice,20.40000000000002,0.1
91886,outcome_estimation,1,71,no_response,20.50000000000002,0.1
91886,outcome_estimation,1,71,iti,20.600000000000023,0.1
91886,outcome_estimation,1,72,choice,20.700000000000024,0.1
91886,outcome_estimation,1,72,no_response,20.800000000000026,0.1
91886,outcome_estimation,1,72,iti,20.900000000000027,0.1
91886,outcome_estimation,1,73,choice,21.00000000000003,0.1
91886,outcome_estimation,1,73,no_response,21.10000000000003,0.1
91886,outcome_estimation,1,73,iti,21.20000000000003,0.1
91886,outcome_estimation,1,74,choice,21.300000000000033,0.1
91886,outcome_estimation,1,74,no_response,21.400000000000034,0.1
91886,outcome_estimation,1,74,iti,21.500000000000036,0.1
91886,outcome_estimation,1,75,choice,21.600000000000037,0.1
91886,outcome_estimation,1,75,no_response,21.70000000000004,0.1
91886,outcome_estimation,1,75,iti,21.80000000000004,0.1
91886,outcome_estimation,1,76,choice,21.90000000000004,0.1
91886,outcome_estimation,1,76,no_response,22.000000000000043,0.1
91886,outcome_estimation,1,76,iti,22.100000000000044,0.1
91886,outcome_estimation,1,77,choice,22.200000000000045,0.1
91886,outcome_estimation,1,77,no_response,22.300000000000047,0.1
91886,outcome_estimation,1,77,iti,22.40000000000005,0.1
91886,outcome_estimation,1,78,choice,22.50000000000005,0.1
91886,outcome_estimation,1,78,no_response,22.60000000000005,0.1
91886,outcome_estimation,1,78,iti,22.700000000000053,0.1
91886,outcome_estimation,1,79,choice,22.800000000000054,0.1
91886,outcome_estimation,1,79,no_response,22.900000000000055,0.1
91886,outcome_estimation,1,79,iti,23.000000000000057,0.1
91886,outcome_estimation,1,80,choice,23.10000000000006,0.1
91886,outcome_estimation,1,80,no_response,23.20000000000006,0.1
91886,outcome_estimation,1,80,iti,23.30000000000006,0.1
91886,outcome_estimation,1,81,choice,23.400000000000063,0.1
91886,outcome_estimation,1,81,no_response,23.500000000000064,0.1
91886,outcome_estimation,1,81,iti,23.600000000000065,0.1
91886,outcome_estimation,1,82,choice,23.700000000000067,0.1
91886,outcome_estimation,1,82,no_response,23.800000000000068,0.1
91886,outcome_estimation,1,82,iti,23.90000000000007,0.1
91886,outcome_estimation,1,83,choice,24.00000000000007,0.1
91886,outcome_estimation,1,83,no_response,24.100000000000072,0.1
91886,outcome_estimation,1,83,iti,24.200000000000074,0.1
91886,outcome_estimation,1,84,choice,24.300000000000075,0.1
91886,outcome_estimation,1,84,no_response,24.400000000000077,0.1
91886,outcome_estimation,1,84,iti,24.500000000000078,0.1
91886,outcome_estimation,1,85,choice,24.60000000000008,0.1
91886,outcome_estimation,1,85,no_response,24.70000000000008,0.1
91886,outcome_estimation,1,85,iti,24.800000000000082,0.1
91886,outcome_estimation,1,86,choice,24.900000000000084,0.1
91886,outcome_estimation,1,86,no_response,25.000000000000085,0.1
91886,outcome_estimation,1,86,iti,25.100000000000087,0.1
91886,outcome_estimation,1,87,choice,25.200000000000088,0.1
91886,outcome_estimation,1,87,no_response,25.30000000000009,0.1
91886,outcome_estimation,1,87,iti,25.40000000000009,0.1
91886,outcome_estimation,1,88,choice,25.500000000000092,0.1
91886,outcome_estimation,1,88,no_response,25.600000000000094,0.1
91886,outcome_estimation,1,88,iti,25.700000000000095,0.1
91886,outcome_estimation,1,89,choice,25.800000000000097,0.1
91886,outcome_estimation,1,89,no_response,25.900000000000098,0.1
91886,outcome_estimation,1,89,iti,26.0000000000001,0.1
91886,outcome_estimation,1,90,choice,26.1000000000001,0.1
91886,outcome_estimation,1,90,no_response,26.200000000000102,0.1
91886,outcome_estimation,1,90,iti,26.300000000000104,0.1
91886,outcome_estimation,1,91,choice,26.400000000000105,0.1
91886,outcome_estimation,1,91,no_response,26.500000000000107,0.1
91886,outcome_estimation,1,91,iti,26.600000000000108,0.1
91886,outcome_estimation,1,92,choice,26.70000000000011,0.1
91886,outcome_estimation,1,92,no_response,26.80000000000011,0.1
91886,outcome_estimation,1,92,iti,26.900000000000112,0.1
91886,outcome_estimation,1,93,choice,27.000000000000114,0.1
91886,outcome_estimation,1,93,no_response,27.100000000000115,0.1
91886,outcome_estimation,1,93,iti,27.200000000000117,0.1
91886,outcome_estimation,1,94,choice,27.300000000000118,0.1
91886,outcome_estimation,1,94,no_response,27.40000000000012,0.1
91886,outcome_estimation,1,94,iti,27.50000000000012,0.1
91886,outcome_estimation,1,95,choice,27.600000000000122,0.1
91886,outcome_estimation,1,95,no_response,27.700000000000124,0.1
91886,outcome_estimation,1,95,iti,27.800000000000125,0.1
91886,outcome_estimation,1,96,choice,27.900000000000126,0.1
91886,outcome_estimation,1,96,no_response,28.000000000000128,0.1
91886,outcome_estimation,1,96,iti,28.10000000000013,0.1
91886,outcome_estimation,1,97,choice,28.20000000000013,0.1
91886,outcome_estimation,1,97,no_response,28.300000000000132,0.1
91886,outcome_estimation,1,97,iti,28.400000000000134,0.1
91886,outcome_estimation,1,98,choice,28.500000000000135,0.1
91886,outcome_estimation,1,98,no_response,28.600000000000136,0.1
91886,outcome_estimation,1,98,iti,28.700000000000138,0.1
